,WOE_ID,ISO,Name,Language,PlaceType,Parent_ID
3374176,1455089,UG,Parombo,ENG,Town,56190333
3374177,1455092,UG,Patongo,ENG,Town,56190345
3374178,1455102,UG,Petete,ENG,Town,56190233
3374179,1455103,UG,Pigire,ENG,Town,56190362
3374180,1455114,UG,Port Bell,ENG,Town,56190280
3374181,1455118,UG,Puranga,ENG,Town,56190346
3374182,1455121,UG,Rakai,ENG,Town,56190350
3374183,1455123,UG,Rhino Camp,ENG,Town,56190229
3374184,1455126,UG,Rom,ENG,Town,56190366
3374185,1455141,UG,Rubirizi,ENG,Town,56190244
3374186,1455152,UG,Rugaga,ENG,Town,56190334
3374187,1455180,UG,Rukungiri,ENG,Town,56190287
3374188,1455253,UG,Rwenjura,ENG,Town,56190288
3374189,1455286,UG,Sanga,ENG,Town,56190274
3374190,1455295,UG,Seeta,ENG,Town,56190323
3374191,1455301,UG,Sekanyonyi,ENG,Town,56190372
3374192,1455302,UG,Sembabule,ENG,Town,56190359
3374193,1455305,UG,Semuto,ENG,Town,56190336
3374194,1455315,UG,Serere,ENG,Town,56190363
3374195,1455340,UG,Sipi,ENG,Town,56190284
3374196,1455341,UG,Siroko,ENG,Town,56190360
3374197,1455352,UG,Soroti,ENG,Town,56190365
3374198,1455377,UG,Te'bito,ENG,Town,56190286
3374199,1455389,UG,Terego,ENG,Town,56190316
3374200,1455394,UG,Tiriri,ENG,Town,56190365
3374201,1455409,UG,Tororo,ENG,Town,56190370
3374202,1455427,UG,Uleppi,ENG,Town,56190229
3374203,1455434,UG,Utumbari,ENG,Town,56190316
3374204,1455438,UG,Vukula,ENG,Town,56190237
3374205,1455445,UG,Vurra,ENG,Town,56190230
3374206,1455472,UG,Wajala,ENG,Town,56190330
3374207,1455481,UG,Wakiso,ENG,Town,56190374
3374208,1455501,UG,Wandi,ENG,Town,56190316
3374209,1455514,UG,War,ENG,Town,56190332
3374210,1455521,UG,Wera,ENG,Town,56190224
3374211,1455527,UG,Wobulenzi,ENG,Town,56190302
3374212,1455537,UG,Yumbe,ENG,Town,56190377
3374213,1455541,UG,Zeu,ENG,Town,56190332
3374214,1455544,UG,Zigot,ENG,Town,56190371
3374215,1455550,UG,Zirobwe,ENG,Town,56190301
3374216,1455552,UG,Zitwe,ENG,Town,56190320
3374217,1518771,UG,Agule,ENG,Town,56190348
3374218,1518783,UG,Akum,ENG,Town,56190290
3374219,1518844,UG,Bale,ENG,Town,56190295
3374220,1518880,UG,Bugiri,ENG,Town,56190235
3374221,1518922,UG,Butiti,ENG,Town,56190278
3374222,1518969,UG,Gayaza,ENG,Town,56190335
3374223,1519035,UG,Kakindu,ENG,Town,56190371
3374224,1519047,UG,Kakoge,ENG,Town,56190330
3374225,1519065,UG,Kalangala,ENG,Town,56190281
3374226,1519209,UG,Katugo,ENG,Town,56190330
3374227,1519233,UG,Kayunga,ENG,Town,56190296
3374228,1519248,UG,Kibale,ENG,Town,56190349
3374229,1519249,UG,Kibale,ENG,Town,56190276
3374230,1519266,UG,Kichwamba,ENG,Town,56190244
3374231,1519289,UG,Kikandwa,ENG,Town,56190323
3374232,1519303,UG,Kikuta,ENG,Town,56190330
3374233,1519310,UG,Kinoni,ENG,Town,56190357
3374234,1519364,UG,Kiwumulo,ENG,Town,56190310
3374235,1519369,UG,Kiyunga,ENG,Town,56190259
3374236,1519415,UG,Lale,ENG,Town,56190365
3374237,1519431,UG,Lugazi,ENG,Town,56190320
3374238,1519487,UG,Mbirizi,ENG,Town,56190305
3374239,1519576,UG,Nambale,ENG,Town,56190258
3374240,1519615,UG,Njeru,ENG,Town,56190320
3374241,1519636,UG,Ntungamo,ENG,Town,56190341
3374242,1519679,UG,Omodoi,ENG,Town,56190268
3374243,56121481,UG,Farajok,ENG,Town,56190367
3374244,56122777,UG,Katuna,ENG,Town,56190264
3374245,56122847,UG,Gatuna,ENG,Town,56190264
3374246,1451962,UG,Kampala,ENG,Town,56190280
3374247,12518024,UG,Entebbe International Airport,ENG,Airport,1451382
3374248,12518025,UG,Gulu Airport,ENG,Airport,1451471
3374249,12518026,UG,Soroti Airport,ENG,Airport,1455352
3374250,23424974,UG,Uganda,ENG,Country,1
3374251,56190431,UG,Lake Kyoga,ENG,Drainage,23424974
3374252,56190427,UG,Lake George,ENG,Drainage,23424974
3374253,56190382,UG,Bugala Island,ENG,Island,56190281
3374254,56190383,UG,Buturume Island,ENG,Island,56190282
3374255,56190384,UG,Buvu Island,ENG,Island,56190282
3374256,56190385,UG,Bunyama Island,ENG,Island,56190281
3374257,56190386,UG,Funye Island,ENG,Island,56190282
3374258,56190387,UG,Kiruga Island,ENG,Island,56190282
3374259,56190388,UG,Bubemba Island,ENG,Island,56190281
3374260,56190389,UG,Serinya Island,ENG,Island,56190282
3374261,56190390,UG,Bugala Island,ENG,Island,56190282
3374262,56190391,UG,Buigi Island,ENG,Island,56190281
3374263,56190392,UG,Bugaba Island,ENG,Island,56190282
3374264,56190393,UG,Kuiye Island,ENG,Island,56190282
3374265,56190394,UG,Bufumira Island,ENG,Island,56190282
3374266,56190395,UG,Banda Island,ENG,Island,56190282
3374267,56190396,UG,Buyovu Island,ENG,Island,56190282
3374268,56190397,UG,Bukasa Island,ENG,Island,56190282
3374269,56190398,UG,Bunjazi Island,ENG,Island,56190282
3374270,56190399,UG,Jana Island,ENG,Island,56190282
3374271,56190400,UG,Bubeke Island,ENG,Island,56190282
3374272,56190401,UG,Kome Island,ENG,Island,56190322
3374273,56190402,UG,Damba Island,ENG,Island,56190322
3374274,56190403,UG,Buvuma Island,ENG,Island,56190321
3374275,56190404,UG,Bugaia Island,ENG,Island,56190321
3374276,56190405,UG,Sigulu Island,ENG,Island,56190235
3374277,56190406,UG,Bunjako Island,ENG,Island,56190319
3374278,56190407,UG,Buvuma Islands,ENG,Island,56190321
3374279,56190409,UG,Ssese Islands,ENG,Island,20070420
3374280,1453637,UG,Makerere,ENG,Suburb,1451962
3374281,1453954,UG,Mulago,ENG,Suburb,1451962
3374282,28350705,UG,Africa/Kampala,ENG,Timezone,1
3374283,56190410,UG,Ankole,ENG,Colloquial,23424974
3374284,56190411,UG,Buganda,ENG,Colloquial,23424974
3374285,56190412,UG,Bunyoro,ENG,Colloquial,23424974
3374286,56190413,UG,Busoga,ENG,Colloquial,23424974
3374287,56190414,UG,Rwenzururu,ENG,Colloquial,23424974
3374288,56190415,UG,Toro,ENG,Colloquial,23424974
3374289,56557445,UG,Bwindi Impenetrable National Park,ENG,POI,1452846
3374290,56557446,UG,Rwenzori Mountains National Park,ENG,POI,1451335
3374291,56557447,UG,Tombs of Buganda Kings at Kasubi,ENG,POI,1451962
